反應項,反應次數(202),反應比率,反應時間,第一反應次數,第一反應比率,第一反應之反應時間,排序,頻次,類別,yyy排序,代號,AS排名,頻率,百分比,累積百分比
行政院長(Na),31,0.15,5.04,2,0.01,9.01,3.9,19,9,12,5456,5410,91,0.002,79.231
行政院院長(Na),4,0.02,4.45,0,0.00,0,5.5,0,9,13,na,na,na,na,na
立委(Na),29,0.14,4.8,0,0.00,0,4.3,171,9,14,1813,1811,332,0.007,66.882
立委(Na),15,0.08,4.5,0,0.00,0,4.2,171,9,15,1813,1811,332,0.007,66.882
立法委員(Na),14,0.07,5.13,0,0.00,0,4.4,18,9,16,5297,5257,94,0.002,78.931
法官(Na),21,0.10,3.95,5,0.03,4.9,3.7,17,9,17,4635,4620,111,0.002,77.550
教授(Na),20,0.10,3.76,3,0.02,6.47,3.9,190,9,18,389,389,1427,0.029,48.044
檢察官(Na),17,0.09,4.71,1,0.01,8.74,4.0,15,9,19,6037,6031,80,0.002,80.248
檢察官(Na),16,0.08,4.49,1,0.01,8.74,4.0,15,9,20,6037,6031,80,0.002,80.248
檢察事務官(Na),1,0.01,8.3,0,0.00,0,4.0,0,9,21,na,na,na,na,na
市長(Na),17,0.09,4.46,1,0.01,7.44,3.7,82,9,22,1604,1598,380,0.008,65.365
郵差(Na),15,0.08,4.45,5,0.03,6.35,2.4,5,9,23,18233,18032,20,0.000,89.973
縣長(Na),11,0.06,3.21,1,0.01,4.38,4.7,54,9,24,2089,2089,279,0.006,68.602
行政人員(Na),11,0.06,6.79,0,0.00,0,3.6,0,9,25,na,na,na,na,na
副總統(Na),11,0.06,4.26,0,0.00,0,3.6,8,9,26,13807,13643,29,0.001,87.780
鐵飯碗(Na),11,0.06,6.96,2,0.01,7.02,2.7,2,9,27,31106,31067,9,0.000,93.616
高普考(Na),9,0.05,7.34,3,0.02,6.41,3.7,5,9,28,34822,33467,8,0.000,94.273
律師(Na),9,0.05,4.84,3,0.02,4.36,2.4,38,9,29,2640,2638,213,0.004,71.347
政府官員(Na),8,0.04,6.91,0,0.00,0,3.4,0,9,30,na,na,na,na,na
書記官(Na),7,0.04,3.4,0,0.00,0,4.1,0,9,31,126111,93826,1,0.000,99.193
書記官(Na),6,0.03,3.47,0,0.00,0,4.5,0,9,32,126111,93826,1,0.000,99.193
書記(Na),1,0.01,2.97,0,0.00,0,2.0,3,9,33,3053,3049,181,0.004,73.001
醫生(Na),7,0.04,2.92,1,0.01,2.81,2.9,236,9,34,1362,1361,460,0.009,63.300
醫生(Na),4,0.02,3.15,1,0.01,2.81,2.8,236,9,35,1362,1361,460,0.009,63.300
醫師(Na),3,0.02,2.62,0,0.00,0,3.0,170,9,36,1222,1222,510,0.010,61.915
中油(Na),7,0.04,4.08,0,0.00,0,4.0,26,9,37,na,na,na,na,na
中油(Na),6,0.03,4.03,0,0.00,0,4.2,26,9,38,na,na,na,na,na
中國石油(Na),1,0.01,4.39,0,0.00,0,3.0,0,9,39,na,na,na,na,na
郵局(Na),7,0.04,5.65,0,0.00,0,4.4,14,9,40,na,na,na,na,na
教育部長(Na),7,0.04,4.02,0,0.00,0,5.0,7,9,41,8367,8317,54,0.001,83.390
里長(Na),7,0.04,3.65,0,0.00,0,4.4,11,9,42,5950,5914,82,0.002,80.103
官員(Na),7,0.04,4.61,1,0.01,5.84,3.3,153,9,43,922,921,664,0.014,58.358
郵局人員(Na),6,0.03,4.69,1,0.01,4.73,2.7,0,9,44,na,na,na,na,na
郵局人員(Na),2,0.01,8.22,0,0.00,0,2.5,0,9,45,na,na,na,na,na
郵局員工(Na),1,0.01,6.48,0,0.00,0,2.0,0,9,46,na,na,na,na,na
郵政人員(Na),1,0.01,4.73,1,0.01,4.73,1.0,1,9,47,na,na,na,na,na
郵局辦事員(Na),1,0.01,4.94,0,0.00,0,2.0,0,9,48,na,na,na,na,na
郵局人(Na),1,0.01,2.48,0,0.00,0,6.0,0,9,49,na,na,na,na,na
消防員(Na),6,0.03,4.65,0,0.00,0,3.8,2,9,50,81457,70282,2,0.000,98.025
消防員(Na),4,0.02,4.96,0,0.00,0,4.3,2,9,51,81457,70282,2,0.000,98.025
消防隊員(Na),2,0.01,4.02,0,0.00,0,3.0,0,9,52,53975,50049,4,0.000,96.483
公家機關(Na),6,0.03,6.15,0,0.00,0,3.7,3,9,53,na,na,na,na,na
校長(Na),6,0.03,4.23,1,0.01,6.02,4.7,141,9,54,790,789,750,0.015,56.452
部長(Na),6,0.03,4.03,0,0.00,0,5.2,59,9,55,2826,2822,196,0.004,72.125
議員(Na),6,0.03,3.68,0,0.00,0,5.0,74,9,56,2123,2123,273,0.006,68.794
政客(Na),5,0.03,6.5,1,0.01,9.24,3.0,29,9,57,8385,8317,54,0.001,83.410
政客(Na),2,0.01,5.92,0,0.00,0,4.0,29,9,58,8385,8317,54,0.001,83.410
政治人物(Na),1,0.01,9.24,1,0.01,9.24,1.0,0,9,59,na,na,na,na,na
政治家(Na),1,0.01,8.05,0,0.00,0,3.0,14,9,60,9099,9008,49,0.001,84.161
政治人員(Na),1,0.01,3.39,0,0.00,0,3.0,0,9,61,na,na,na,na,na
台電(Na),5,0.03,3.35,1,0.01,5.41,3.2,0,9,62,na,na,na,na,na
高考(Na),5,0.03,5.3,1,0.01,14.94,1.8,17,9,63,46919,44359,5,0.000,95.841
外交官(Na),5,0.03,7.35,1,0.01,4.5,3.8,1,9,64,12950,12656,32,0.001,87.248
普考(Na),5,0.03,3.91,0,0.00,0,3.2,0,9,65,62109,57995,3,0.000,97.065
民意代表(Na),4,0.02,4.47,0,0.00,0,4.3,13,9,66,na,na,na,na,na
會計師(Na),4,0.02,6.64,0,0.00,0,3.5,16,9,67,11357,11292,37,0.001,86.130
考試院長(Na),4,0.02,3.91,0,0.00,0,5.3,1,9,68,141498,93826,1,0.000,99.508
考試(Na),4,0.02,5.84,4,0.02,5.84,1.0,105,9,69,1399,1397,444,0.009,63.642
一般行政(Na),4,0.02,5.43,0,0.00,0,4.8,0,9,70,na,na,na,na,na
經濟部長(Na),4,0.02,3.86,0,0.00,0,5.5,6,9,71,12427,12350,33,0.001,86.901
署長(Na),4,0.02,4.12,0,0.00,0,5.3,23,9,72,16426,16292,23,0.000,89.172
鄉長(Na),4,0.02,2.63,0,0.00,0,4.3,4,9,73,12766,12656,32,0.001,87.128
稅務員(Na),4,0.02,5.57,1,0.01,5.66,2.8,1,9,74,na,na,na,na,na
局長(Na),4,0.02,5.17,0,0.00,0,3.0,32,9,75,3712,3693,144,0.003,75.172
調查員(Na),4,0.02,3.86,1,0.01,4.31,3.0,1,9,76,10048,10016,43,0.001,85.055
穩定(Na),4,0.02,3.16,0,0.00,0,3.0,113,9,77,na,na,na,na,na
戶政事務所(Na),4,0.02,10.46,1,0.01,18.09,2.5,0,9,78,na,na,na,na,na
公寓(Na),102,0.51,4.77,44,0.22,5.67,2.4,30,10,1,5790,5739,85,0.002,79.831
宿舍(Na),72,0.36,4.09,7,0.04,6.01,3.3,16,10,2,na,na,na,na,na
家(Na),63,0.31,4.45,43,0.21,4.74,1.6,0,10,3,11659,11546,36,0.001,86.357
旅館(Na),57,0.28,4.26,8,0.04,6.37,3.6,48,10,4,na,na,na,na,na
旅館(Na),53,0.26,4.35,8,0.04,6.37,3.4,48,10,5,na,na,na,na,na
旅店(Na),2,0.01,2.13,0,0.00,0,7.0,3,10,6,na,na,na,na,na
旅社(Na),2,0.01,3.91,0,0.00,0,5.0,1,10,7,na,na,na,na,na
別墅(Na),46,0.23,4.31,6,0.03,6.74,3.4,25,10,8,7052,7001,67,0.001,81.772
飯店(Na),42,0.21,3.69,3,0.02,7.31,4.0,44,10,9,76858,70282,2,0.000,97.837
房子(Na),42,0.21,4.72,24,0.12,5.51,1.9,103,10,10,1197,1195,520,0.011,61.652
房子(Na),39,0.19,4.7,23,0.11,5.58,1.9,103,10,11,1197,1195,520,0.011,61.652
房屋(Na),3,0.02,4.97,1,0.01,3.98,2.0,39,10,12,2210,2205,261,0.005,69.270
大廈(Na),35,0.17,3.53,2,0.01,5.9,3.4,18,10,13,4710,4682,109,0.002,77.719
套房(Na),28,0.14,4.17,1,0.01,6.91,3.9,8,10,14,11170,11052,38,0.001,85.986
大樓(Na),27,0.13,3.35,1,0.01,4.17,3.9,71,10,15,1381,1379,451,0.009,63.477
民宿(Na),25,0.12,5.69,0,0.00,0,4.2,3,10,16,na,na,na,na,na
平房(Na),23,0.11,3.98,0,0.00,0,4.0,2,10,17,21958,21145,16,0.000,91.328
台北(Na),22,0.11,4.8,14,0.07,5.31,1.6,0,10,18,na,na,na,na,na
帳篷(Na),20,0.10,4.45,1,0.01,5.95,4.7,5,10,19,11149,11052,38,0.001,85.970
透天厝(Na),32,0.16,5.83,3,0.02,11.94,3.8,2,10,20,62549,57995,3,0.000,97.092
透天厝(Na),18,0.09,6.77,2,0.01,9.49,3.6,2,10,21,62549,57995,3,0.000,97.092
透天(Na),13,0.07,3.69,0,0.00,0,4.2,3,10,22,na,na,na,na,na
透天房(Na),1,0.01,16.83,1,0.01,16.83,1.0,0,10,23,na,na,na,na,na
雅房(Na),13,0.07,5.39,0,0.00,0,4.1,0,10,24,na,na,na,na,na
豪宅(Na),13,0.07,5.26,0,0.00,0,4.0,0,10,25,74376,70282,2,0.000,97.735
台中(Na),12,0.06,3.91,2,0.01,5.72,3.0,0,10,26,na,na,na,na,na
高雄(Na),11,0.06,3.82,3,0.02,6.32,2.9,192,10,27,na,na,na,na,na
小木屋(Na),10,0.05,4.78,1,0.01,13.02,4.2,2,10,28,na,na,na,na,na
台南(Na),9,0.05,3.02,2,0.01,3.47,2.6,0,10,29,na,na,na,na,na
國宅(Na),9,0.05,4.25,0,0.00,0,3.9,13,10,30,4799,4785,106,0.002,77.914
國宅(Na),8,0.04,4.25,0,0.00,0,3.6,13,10,31,4799,4785,106,0.002,77.914
國民住宅(Na),1,0.01,4.25,0,0.00,0,6.0,1,10,32,na,na,na,na,na
家裡(Na),8,0.04,8.36,4,0.02,7.39,2.5,93,10,33,na,na,na,na,na
家裡(Na),7,0.04,9.08,3,0.02,8.76,2.7,93,10,34,na,na,na,na,na
家中(Na),1,0.01,3.28,1,0.01,3.28,1.0,32,10,35,na,na,na,na,na
三合院(Na),8,0.04,4.31,0,0.00,0,4.6,4,10,36,na,na,na,na,na
公園(Na),7,0.04,3.91,0,0.00,0,5.0,123,10,37,na,na,na,na,na
社區(Na),7,0.04,4.9,0,0.00,0,4.9,74,10,38,na,na,na,na,na
四合院(Na),6,0.03,4.41,0,0.00,0,3.8,1,10,39,20997,20228,17,0.000,91.010
親戚家(Na),6,0.03,5.43,0,0.00,0,4.0,0,10,40,na,na,na,na,na
學校(Na),6,0.03,4,1,0.01,3.81,3.2,382,10,41,na,na,na,na,na
監獄(Na),6,0.03,3.23,0,0.00,0,5.5,22,10,42,na,na,na,na,na
監獄(Na),5,0.03,3.43,0,0.00,0,6.0,22,10,43,na,na,na,na,na
監牢(Na),1,0.01,2.22,0,0.00,0,3.0,0,10,44,40692,39808,6,0.000,95.128
收容所(Na),6,0.03,6.48,0,0.00,0,3.8,4,10,45,na,na,na,na,na
收容所(Na),4,0.02,6.17,0,0.00,0,4.3,4,10,46,na,na,na,na,na
收留所(Na),1,0.01,2.78,0,0.00,0,2.0,0,10,47,na,na,na,na,na
收容中心(Na),1,0.01,11.41,0,0.00,0,4.0,1,10,48,na,na,na,na,na
嘉義(Na),5,0.03,2.34,0,0.00,0,5.4,15,10,49,na,na,na,na,na
鐵皮屋(Na),5,0.03,5.35,0,0.00,0,4.2,0,10,50,58251,57995,3,0.000,96.828
汽車旅館(Na),5,0.03,4.37,0,0.00,0,3.6,2,10,51,na,na,na,na,na
官邸(Na),5,0.03,5.16,2,0.01,7.12,3.6,11,10,52,na,na,na,na,na
高樓(Na),5,0.03,4.06,1,0.01,3.89,3.4,25,10,53,13151,12998,31,0.001,87.377
高樓(Na),3,0.02,4.1,1,0.01,3.89,3.3,25,10,54,13151,12998,31,0.001,87.377
高樓大廈(Na),2,0.01,4,0,0.00,0,3.5,0,10,55,15493,15270,25,0.001,88.710
鄉下(Na),5,0.03,3.36,1,0.01,5.36,4.4,29,10,56,na,na,na,na,na
鄉下(Na),3,0.02,2.91,0,0.00,0,6.3,29,10,57,na,na,na,na,na
鄉村(Na),2,0.01,4.03,1,0.01,5.36,1.5,32,10,58,na,na,na,na,na
租屋(Na),5,0.03,3.2,0,0.00,0,3.6,4,10,59,na,na,na,na,na
租屋(Na),4,0.02,2.99,0,0.00,0,3.5,4,10,60,na,na,na,na,na
租房子(Na),1,0.01,4.06,0,0.00,0,4.0,0,10,61,na,na,na,na,na
廟(Na),5,0.03,4.7,0,0.00,0,3.8,0,10,62,3276,3273,166,0.003,73.794
廟(Na),3,0.02,4.59,0,0.00,0,3.3,0,10,63,3276,3273,166,0.003,73.794
廟宇(Na),2,0.01,4.86,0,0.00,0,4.5,7,10,64,9680,9658,45,0.001,84.721
山洞(Na),4,0.02,6.5,0,0.00,0,4.8,15,10,65,8706,8587,52,0.001,83.757
洞穴(Na),4,0.02,6.67,1,0.01,12.25,3.0,18,10,66,8259,8190,55,0.001,83.269
住宅(Na),4,0.02,4,1,0.01,4.06,2.5,52,10,67,1710,1708,353,0.007,66.162
住宅(Na),2,0.01,3.3,0,0.00,0,2.5,52,10,68,1710,1708,353,0.007,66.162
居住區(Na),1,0.01,5.33,0,0.00,0,4.0,1,10,69,na,na,na,na,na
住家(Na),1,0.01,4.06,1,0.01,4.06,1.0,18,10,70,5724,5682,86,0.002,79.716
戶籍(Na),4,0.02,5.85,1,0.01,6.3,3.8,5,10,71,6604,6537,73,0.001,81.133
戶籍(Na),3,0.02,5.99,1,0.01,6.3,2.7,5,10,72,6604,6537,73,0.001,81.133
戶籍地址(Na),1,0.01,5.44,0,0.00,0,7.0,0,10,73,na,na,na,na,na
警局(Na),4,0.02,4.04,0,0.00,0,4.5,2,10,74,na,na,na,na,na
警局(Na),2,0.01,2.18,0,0.00,0,6.0,2,10,75,na,na,na,na,na
警察局(Na),2,0.01,5.89,0,0.00,0,3.0,6,10,76,na,na,na,na,na
啤酒(Na),120,0.60,4.65,49,0.24,5.68,2.5,13,11,1,4466,4453,116,0.002,77.158
威士忌(Na),81,0.40,5.15,24,0.12,6.49,2.9,7,11,2,25327,24499,13,0.000,92.305
紅酒(Na),71,0.35,3.92,10,0.05,6.92,3.4,0,11,3,47409,44359,5,0.000,95.891
高粱(Na),50,0.25,3.87,0,0.00,0,3.6,1,11,4,34818,33467,8,0.000,94.272
雞尾酒(Na),50,0.25,5.13,11,0.06,5.84,3.1,4,11,5,40025,39808,6,0.000,95.047
伏特加(Na),47,0.23,4.89,17,0.09,5.9,2.6,0,11,6,na,na,na,na,na
白酒(Na),44,0.22,3.46,0,0.00,0,3.9,4,11,7,56318,50049,4,0.000,96.675
葡萄酒(Na),44,0.22,4.95,6,0.03,8.28,3.5,8,11,8,24819,24499,13,0.000,92.170
香檳(Na),34,0.17,5.48,4,0.02,7.31,3.6,6,11,9,8516,8435,53,0.001,83.553
冰火(Na),42,0.21,5.5,8,0.04,6.72,3.0,0,11,10,na,na,na,na,na
冰火(Na),31,0.15,5.82,6,0.03,7.28,3.0,0,11,11,na,na,na,na,na
ICE(Na),11,0.06,4.58,2,0.01,5.02,3.1,0,11,12,na,na,na,na,na
酒(Na),27,0.13,4.56,24,0.12,4.7,1.1,0,11,13,1310,1309,476,0.010,62.802
調酒(Na),29,0.14,6.19,4,0.02,7.68,3.5,2,11,14,na,na,na,na,na
調酒(Na),27,0.13,5.96,4,0.02,7.68,3.5,2,11,15,na,na,na,na,na
調味酒(Na),2,0.01,9.34,0,0.00,0,3.5,0,11,16,na,na,na,na,na
米酒(Na),25,0.12,5.02,5,0.03,7.08,3.8,1,11,17,20925,20228,17,0.000,90.985
白蘭地(Na),22,0.11,3.94,2,0.01,5.71,3.6,3,11,18,16186,15761,24,0.000,89.056
清酒(Na),18,0.09,5.33,0,0.00,0,4.1,0,11,19,79450,70282,2,0.000,97.943
琴酒(Na),17,0.09,4.17,2,0.01,5.15,3.7,0,11,20,77651,70282,2,0.000,97.869
水果酒(Na),17,0.09,4.77,2,0.01,7.31,3.9,1,11,21,89200,70282,2,0.000,98.342
海尼根(Na),17,0.09,4.18,3,0.02,5.71,3.4,0,11,22,na,na,na,na,na
台啤(Na),23,0.11,5.51,2,0.01,5.83,3.3,0,11,23,na,na,na,na,na
台啤(Na),16,0.08,5.47,2,0.01,5.83,3.0,0,11,24,na,na,na,na,na
台灣啤酒(Na),7,0.04,5.6,0,0.00,0,3.9,0,11,25,na,na,na,na,na
梅酒(Na),14,0.07,4.08,3,0.02,4.47,3.9,0,11,26,na,na,na,na,na
梅酒(Na),13,0.07,4.17,3,0.02,4.47,3.5,0,11,27,na,na,na,na,na
梅子酒(Na),1,0.01,2.97,0,0.00,0,9.0,0,11,28,na,na,na,na,na
XO(Na),10,0.05,4.54,1,0.01,6,3.8,0,11,29,na,na,na,na,na
沙瓦(Na),8,0.04,3.45,2,0.01,6.62,3.0,0,11,30,na,na,na,na,na
血腥瑪莉(Na),8,0.04,6.15,2,0.01,8.05,3.1,0,11,31,na,na,na,na,na
小米酒(Na),6,0.03,4.08,0,0.00,0,3.3,0,11,32,151754,93826,1,0.000,99.718
高粱酒(Na),6,0.03,5.29,0,0.00,0,3.5,1,11,33,80585,70282,2,0.000,97.990
長島冰茶(Na),6,0.03,8.47,2,0.01,11.56,3.0,0,11,34,na,na,na,na,na
瑪格麗特(Na),6,0.03,7.41,1,0.01,10.06,2.0,0,11,35,na,na,na,na,na
青島(Na),7,0.04,6.61,1,0.01,16.3,3.3,4,11,36,na,na,na,na,na
青島(Na),5,0.03,6.93,1,0.01,16.3,3.2,4,11,37,na,na,na,na,na
青島啤酒(Na),2,0.01,5.81,0,0.00,0,3.5,0,11,38,na,na,na,na,na
奶酒(Na),5,0.03,6.07,3,0.02,6.34,2.4,0,11,39,na,na,na,na,na
馬丁尼(Na),5,0.03,4.67,1,0.01,4.02,2.0,0,11,40,na,na,na,na,na
螺絲起子(Na),5,0.03,5.67,1,0.01,6.38,3.6,0,11,41,40145,39808,6,0.000,95.061
龍舌蘭(Na),5,0.03,5.71,1,0.01,4.97,3.4,1,11,42,na,na,na,na,na
紹興(Na),5,0.03,4.11,0,0.00,0,5.2,2,11,43,119135,93826,1,0.000,99.050
啤酒綠茶(Na),6,0.03,9.09,1,0.01,19.95,4.2,0,11,44,na,na,na,na,na
啤酒綠茶(Na),4,0.02,10.43,1,0.01,19.95,4.0,0,11,45,na,na,na,na,na
啤兒綠茶(Na),2,0.01,6.4,0,0.00,0,4.5,0,11,46,na,na,na,na,na
冰酒(Na),4,0.02,5.14,0,0.00,0,4.5,0,11,47,na,na,na,na,na
氣泡酒(Na),4,0.02,4.6,0,0.00,0,4.3,0,11,48,na,na,na,na,na
美國(Na),187,0.93,2.88,35,0.17,3.93,3.2,876,12,1,128723,93826,1,0.000,99.247
美國(Na),184,0.92,2.89,34,0.17,3.92,3.2,876,12,2,128723,93826,1,0.000,99.247
美(Na),2,0.01,2.52,1,0.01,4.14,5.0,0,12,3,3010,3001,184,0.004,72.840
usa(Na),1,0.01,1.88,0,0.00,0,3.0,0,12,4,na,na,na,na,na
日本(Na),160,0.79,2.45,14,0.07,3.59,3.4,824,12,5,na,na,na,na,na
日本(Na),157,0.78,2.48,14,0.07,3.59,3.4,824,12,6,na,na,na,na,na
日(Na),3,0.02,1.05,0,0.00,0,4.3,0,12,7,2310,2303,248,0.005,69.790
台灣(Na),158,0.78,3.51,106,0.53,3.84,1.6,0,12,8,na,na,na,na,na
台灣(Na),142,0.71,3.31,99,0.49,3.75,1.6,0,12,9,na,na,na,na,na
台(Na),1,0.01,1.64,0,0.00,0,2.0,0,12,10,48964,44359,5,0.000,96.051
中華民國(Na),13,0.07,5.87,6,0.03,5.36,1.8,42,12,11,na,na,na,na,na
臺灣(Na),2,0.01,3.16,1,0.01,3.72,1.5,2298,12,12,na,na,na,na,na
英國(Na),117,0.58,2.96,7,0.04,5.64,5.2,231,12,13,na,na,na,na,na
英國(Na),114,0.57,2.98,7,0.04,5.64,5.2,231,12,14,na,na,na,na,na
英(Na),3,0.02,2.08,0,0.00,0,4.7,0,12,15,19864,19413,18,0.000,90.608
中國(Na),115,0.57,3.2,19,0.09,4.39,3.1,732,12,16,23092,22103,15,0.000,91.679
中國(Na),103,0.51,2.97,19,0.10,4.39,3.0,732,12,17,23092,22103,15,0.000,91.679
中國大陸(Na),5,0.03,4.04,0,0.00,0,3.4,53,12,18,na,na,na,na,na
中華人民共和國(Na),5,0.03,7.28,0,0.00,0,3.4,2,12,19,na,na,na,na,na
中(Na),2,0.01,3.01,0,0.00,0,6.5,0,12,20,57059,50049,4,0.000,96.736
法國(Na),101,0.50,3,1,0.01,3.44,6.1,202,12,21,133727,93826,1,0.000,99.349
法國(Na),95,0.47,3.05,1,0.01,3.44,6.1,202,12,22,133727,93826,1,0.000,99.349
法(Na),6,0.03,2.24,0,0.00,0,6.7,0,12,23,800,798,745,0.015,56.605
德國(Na),76,0.38,2.75,0,0.00,0,6.4,167,12,24,104276,93826,1,0.000,98.746
德國(Na),70,0.35,2.8,0,0.00,0,6.4,167,12,25,104276,93826,1,0.000,98.746
德(Na),6,0.03,2.12,0,0.00,0,6.8,0,12,26,7766,7746,59,0.001,82.693
韓國(Na),67,0.33,3.04,0,0.00,0,5.8,42,12,27,na,na,na,na,na
加拿大(Na),57,0.28,3.42,2,0.01,7.91,5.8,64,12,28,na,na,na,na,na
義大利(Na),48,0.24,2.94,1,0.01,4.36,6.9,92,12,29,na,na,na,na,na
義大利(Na),46,0.23,2.97,1,0.01,4.36,6.8,92,12,30,na,na,na,na,na
義(Na),2,0.01,2.27,0,0.00,0,8.5,0,12,31,8347,8317,54,0.001,83.368
新加坡(Na),38,0.19,3.41,0,0.00,0,6.1,282,12,32,na,na,na,na,na
西班牙(Na),37,0.18,2.66,0,0.00,0,7.4,47,12,33,na,na,na,na,na
澳洲(Na),34,0.17,3.53,0,0.00,0,6.9,106,12,34,na,na,na,na,na
澳洲(Na),30,0.15,3.4,0,0.00,0,6.9,106,12,35,na,na,na,na,na
澳大利亞(Na),4,0.02,4.54,0,0.00,0,6.5,4,12,36,na,na,na,na,na
大陸(Na),29,0.14,2.38,0,0.00,0,3.5,831,12,37,na,na,na,na,na
菲律賓(Na),29,0.14,3.88,0,0.00,0,6.7,31,12,38,na,na,na,na,na
印度(Na),28,0.14,3.01,1,0.01,2.67,6.9,74,12,39,na,na,na,na,na
馬來西亞(Na),26,0.13,3.83,0,0.00,0,6.4,55,12,40,na,na,na,na,na
泰國(Na),26,0.13,3.02,0,0.00,0,6.9,47,12,41,na,na,na,na,na
泰國(Na),25,0.12,2.97,0,0.00,0,6.8,47,12,42,na,na,na,na,na
泰(Na),1,0.01,4.25,0,0.00,0,8.0,0,12,43,na,na,na,na,na
印尼(Na),23,0.11,2.38,1,0.01,3.3,7.1,31,12,44,na,na,na,na,na
俄國(Na),20,0.10,3.93,0,0.00,0,7.5,30,12,45,na,na,na,na,na
俄國(Na),10,0.05,4.93,0,0.00,0,6.9,30,12,46,na,na,na,na,na
俄羅斯(Na),6,0.03,2.96,0,0.00,0,8.8,60,12,47,na,na,na,na,na
俄(Na),4,0.02,2.9,0,0.00,0,6.8,0,12,48,na,na,na,na,na
瑞士(Na),19,0.10,2.93,1,0.01,2.55,7.2,30,12,49,na,na,na,na,na
墨西哥(Na),19,0.09,3.34,0,0.00,0,7.0,18,12,50,na,na,na,na,na
墨西哥(Na),18,0.09,3.36,0,0.00,0,6.8,18,12,51,na,na,na,na,na
墨西(Na),1,0.01,3,0,0.00,0,10.0,0,12,52,na,na,na,na,na
瑞典(Na),17,0.09,3,1,0.01,5.33,7.4,38,12,53,na,na,na,na,na
紐西蘭(Na),17,0.09,3.22,0,0.00,0,6.8,32,12,54,na,na,na,na,na
巴西(Na),15,0.08,2.84,0,0.00,0,6.9,18,12,55,na,na,na,na,na
越南(Na),15,0.08,2.87,0,0.00,0,7.7,53,12,56,na,na,na,na,na
奧地利(Na),13,0.07,3.7,1,0.01,6.98,7.1,27,12,57,na,na,na,na,na
波蘭(Na),12,0.06,3.19,0,0.00,0,6.6,12,12,58,na,na,na,na,na
芬蘭(Na),12,0.06,2.37,1,0.01,2.67,6.5,4,12,59,na,na,na,na,na
南韓(Na),11,0.06,2.97,0,0.00,0,6.4,40,12,60,na,na,na,na,na
比利時(Na),11,0.06,3.36,1,0.01,4.38,7.1,5,12,61,na,na,na,na,na
荷蘭(Na),10,0.05,2.73,0,0.00,0,7.4,31,12,62,na,na,na,na,na
葡萄牙(Na),9,0.05,3.28,0,0.00,0,8.0,17,12,63,na,na,na,na,na
挪威(Na),8,0.04,3.49,1,0.01,3.67,7.4,12,12,64,na,na,na,na,na
北韓(Na),8,0.04,4.01,0,0.00,0,8.1,19,12,65,na,na,na,na,na
希臘(Na),7,0.04,3.37,0,0.00,0,6.7,49,12,66,na,na,na,na,na
香港(Na),7,0.04,2.77,0,0.00,0,4.9,315,12,67,na,na,na,na,na
丹麥(Na),6,0.03,2.76,0,0.00,0,5.7,24,12,68,na,na,na,na,na
冰島(Na),5,0.03,3.01,0,0.00,0,8.8,1,12,69,na,na,na,na,na
緬甸(Na),5,0.03,2.84,0,0.00,0,7.2,3,12,70,na,na,na,na,na
愛爾蘭(Na),5,0.03,3.53,0,0.00,0,8.8,5,12,71,na,na,na,na,na
衣索比亞(Na),5,0.03,4.79,0,0.00,0,7.4,1,12,72,na,na,na,na,na
南非(Na),5,0.03,2.41,0,0.00,0,5.4,27,12,73,na,na,na,na,na
巴基斯坦(Na),4,0.02,2.48,0,0.00,0,6.5,9,12,74,na,na,na,na,na
匈牙利(Na),4,0.02,2.78,0,0.00,0,8.8,19,12,75,na,na,na,na,na
埃及(Na),4,0.02,2.32,0,0.00,0,6.0,61,12,76,na,na,na,na,na
土耳其(Na),4,0.02,5.52,1,0.01,5.62,5.8,53,12,77,na,na,na,na,na
古巴(Na),4,0.02,4.07,0,0.00,0,7.0,5,12,78,na,na,na,na,na
阿根廷(Na),4,0.02,3.69,0,0.00,0,7.3,4,12,79,na,na,na,na,na
阿拉伯(Na),4,0.02,4.81,1,0.01,5.48,6.0,8,12,80,na,na,na,na,na
阿拉伯(Na),3,0.02,3.99,1,0.01,5.48,5.7,8,12,81,na,na,na,na,na
阿拉伯聯合大公國(Na),1,0.01,7.28,0,0.00,0,7.0,0,12,82,na,na,na,na,na
(Na),,,,,,,,,12,83,na,na,na,na,na
殺人(Na),99,0.49,4.12,39,0.19,5.08,2.4,16,13,1,na,na,na,na,na
偷竊(Na),76,0.38,4.44,19,0.10,5.22,3.0,8,13,2,na,na,na,na,na
偷竊(Na),74,0.37,4.39,19,0.10,5.22,3.0,8,13,3,na,na,na,na,na
偷盜(Na),2,0.01,6.11,0,0.00,0,3.5,2,13,4,na,na,na,na,na
偷竊(Na),75,0.37,4.55,8,0.04,6.41,3.0,12,13,5,na,na,na,na,na
搶劫(Na),66,0.33,4.65,8,0.04,6.41,3.0,12,13,6,na,na,na,na,na
搶奪(Na),9,0.05,3.79,0,0.00,0,3.3,9,13,7,na,na,na,na,na
強盜(Na),50,0.25,4.44,7,0.04,6.33,3.2,10,13,8,3405,3399,159,0.003,74.224
強姦(Na),50,0.25,4.23,13,0.07,4.33,2.8,2,13,9,na,na,na,na,na
詐欺(Na),47,0.23,4.34,4,0.02,5.05,4.3,4,13,10,na,na,na,na,na
詐欺(Na),35,0.17,4.08,3,0.02,5.17,4.3,4,13,11,na,na,na,na,na
